product_id,time_id,customer_id,promotion_id,store_id, store_sales, store_cost, unit_sales
337,371,6280,0,2,1.5,0.51,2
1512,371,6280,0,2,1.62,0.632,3
963,371,4018,0,2,2.4,0.72,1
181,371,4018,0,2,2.79,1.032,3
1383,371,4018,0,2,5.18,2.176,2
1306,371,4018,0,2,7.41,2.742,3
1196,371,1418,0,2,5.84,1.986,2
360,371,1418,0,2,2.62,1.048,2
1242,371,1418,0,2,3.96,1.703,2
154,371,1418,0,2,1.96,0.725,1
483,371,4382,0,2,3.88,1.707,2
77,371,1293,0,2,5.6,2.8,2
533,371,1293,0,2,4.84,2.323,2
310,371,1293,0,2,0.76,0.342,1
1392,371,1293,0,2,0.83,0.373,1
1303,394,9305,0,2,1.36,0.435,2
748,394,9305,0,2,4.4,1.936,2
1270,394,9305,0,2,2.69,1.049,1
311,394,5649,0,2,6.45,2.386,3
194,394,5649,0,2,3.36,1.512,1
544,394,5649,0,2,2.95,1.033,1
610,394,6319,0,2,2.27,0.749,1
854,394,6319,0,2,1.6,0.688,1
538,394,6319,0,2,1.86,0.744,2
72,394,1771,0,2,5.48,2.082,2
182,394,1771,0,2,1.84,0.736,1
265,394,1771,0,2,3.61,1.372,1
15,394,1771,0,2,4.58,1.603,2
764,394,1771,0,2,7.62,2.667,2
335,394,3211,0,2,3.74,1.272,1
924,394,3211,0,2,2.7,0.891,1
302,394,3211,0,2,3.45,1.345,1
1024,394,3211,0,2,7.9,3.555,2
2,394,3211,0,2,0.74,0.296,1
1211,376,4217,0,2,7.58,2.35,2
1055,376,4217,0,2,3.24,1.199,2
379,376,4217,0,2,7.7,3.696,2
1017,376,4772,0,2,5.78,2.601,2
1221,376,4772,0,2,2.98,1.132,2
1437,376,4772,0,2,3.48,1.566,2
375,376,4772,0,2,4.58,2.107,2
1177,376,4772,0,2,1.54,0.755,1
1155,376,4772,0,2,3.76,1.654,2
79,376,4772,0,2,1.32,0.554,1
212,376,4787,0,2,3.32,1.527,2
934,376,4787,0,2,1.1,0.44,1
1471,376,4787,0,2,1.55,0.651,1
275,376,4787,0,2,6.54,2.027,2
809,376,2508,0,2,2.44,0.878,2
1091,376,2508,0,2,7.12,3.489,2
243,376,2508,0,2,2.11,0.738,1
1231,376,2508,0,2,3.71,1.336,1
56,376,1493,0,2,0.71,0.298,1
965,376,1493,0,2,3.06,1.193,2
209,376,1493,0,2,1.87,0.767,1
1331,376,1493,0,2,2.74,1.069,1
255,376,1493,0,2,0.64,0.23,1
366,376,1493,0,2,4.72,1.699,2
842,395,8178,108,2,6.4,2.112,2
1364,395,8178,108,2,3.2,1.568,2
942,395,8178,108,2,4.68,1.825,2
1064,395,8178,108,2,1.08,0.324,2
282,395,8178,108,2,0.93,0.4,1
1485,395,8178,108,2,3,1.08,2
542,395,7525,108,2,1.51,0.468,1
1118,395,7525,108,2,2.93,1.231,1
948,395,7525,108,2,8.88,2.93,3
632,395,7525,108,2,0.83,0.274,1
22,395,7525,108,2,6.87,3.092,3
293,395,7525,108,2,1.6,0.528,1
309,395,7525,108,2,3.62,1.231,1
86,395,3628,108,2,5.94,2.079,2
490,395,3628,108,2,1.65,0.825,1
107,395,3628,108,2,3.62,1.122,2
1255,395,3628,108,2,1.24,0.496,1
513,395,3628,108,2,1.16,0.418,2
879,395,3182,108,2,2.22,0.755,2
1228,395,3182,108,2,4.38,1.927,2
180,395,3182,108,2,1.38,0.649,2
623,395,3182,108,2,3.6,1.368,2
1265,395,3182,108,2,1.44,0.59,2
340,395,8878,108,2,0.63,0.208,1
556,395,8878,108,2,6.5,2.73,2
443,395,5164,108,2,2.66,1.197,2
221,395,5164,108,2,7.32,2.489,2
1302,395,5164,108,2,3.7,1.739,2
759,395,5164,108,2,3.78,1.172,2
830,395,5164,108,2,2.45,0.956,1
1446,395,5164,108,2,1.26,0.542,1
743,395,5164,108,2,1.92,0.787,2
826,374,8854,0,2,1.83,0.695,1
1003,374,8854,0,2,1.56,0.702,2
886,374,8854,0,2,3.11,1.368,1
726,374,599,0,2,6.42,2.311,2
1302,374,599,0,2,1.85,0.703,1
1545,374,599,0,2,2.29,0.847,1
281,374,9617,0,2,2.63,0.894,1
763,374,9617,0,2,2.55,1.173,1
327,374,2741,0,2,1.2,0.456,2
942,374,2741,0,2,2.34,0.772,1
653,374,2741,0,2,8.34,2.585,3
377,374,2741,0,2,6.3,2.583,3
959,374,1627,0,2,3,1.26,2
603,374,1627,0,2,2.46,1.181,2
623,374,1627,0,2,3.6,1.188,2
1449,374,4863,0,2,2.61,0.835,3
1493,374,4863,0,2,11.88,4.039,3
218,374,4863,0,2,3.44,1.582,1
927,374,4863,0,2,1.89,0.813,3
277,404,4600,0,2,4.82,1.687,2
28,404,4600,0,2,3.91,1.368,1
777,404,4600,0,2,3.72,1.525,1
88,404,4600,0,2,0.86,0.421,1
1003,404,10198,0,2,1.56,0.515,2
1380,404,10198,0,2,10.86,4.235,3
78,404,6403,0,2,4.38,1.489,2
627,404,6403,0,2,3.4,1.496,2
444,404,8177,0,2,2.59,1.088,1
1087,404,8177,0,2,3.32,1.428,2
1130,404,8177,0,2,1.55,0.604,1
1413,404,8177,0,2,6.76,2.366,2
151,404,8177,0,2,2.91,1.339,1
1553,404,8177,0,2,1.86,0.725,1
877,404,8177,0,2,3.16,1.201,2
42,404,5649,0,2,5.64,2.594,2
1123,404,5649,0,2,3.92,1.725,2
1095,401,1627,0,2,1.58,0.679,1
712,401,1627,0,2,7.74,2.864,2
302,401,1627,0,2,6.9,2.691,2
1118,401,1627,0,2,5.86,2.813,2
1101,401,4772,0,2,2.62,1.048,1
279,401,4772,0,2,2.82,1.382,1
42,401,4772,0,2,5.64,2.256,2
1135,401,2180,0,2,3.92,1.294,2
180,401,2180,0,2,2.07,1.014,3
741,401,8147,0,2,1.46,0.54,2
1361,401,7053,0,2,3.62,1.412,2
1471,401,7053,0,2,3.1,1.457,2
1555,401,7053,0,2,5.9,2.832,2
1305,401,7053,0,2,0.57,0.205,1
213,420,8983,0,2,0.56,0.235,1
1028,420,8983,0,2,4.48,1.389,2
619,420,1333,0,2,6.75,2.092,3
955,420,1333,0,2,11.49,4.596,3
772,420,1333,0,2,5.82,2.852,3
1322,420,1333,0,2,6.4,2.56,2
818,420,1333,0,2,1.35,0.608,1
1501,420,1333,0,2,7.56,2.873,3
1082,420,5188,0,2,3.82,1.604,2
1098,420,5188,0,2,4.17,1.835,3
1048,420,5188,0,2,6.63,2.055,3
1198,420,5188,0,2,6.86,2.264,2
749,420,5188,0,2,8.01,4.005,3
953,420,5188,0,2,8.22,3.946,3
1182,420,2965,0,2,1.4,0.686,1
799,420,2965,0,2,5.68,1.704,2
803,420,2965,0,2,7.02,2.948,2
60,420,2965,0,2,5.32,1.968,2
316,420,2965,0,2,1.31,0.485,1
693,420,2965,0,2,1.99,0.915,1
443,420,4645,0,2,1.33,0.532,1
726,420,4645,0,2,3.21,1.348,1
1435,420,4645,0,2,5.44,1.795,2
959,407,8854,0,2,3,1.08,2
1109,407,8854,0,2,1.1,0.495,2
659,407,8854,0,2,3.21,1.348,1
449,407,8854,0,2,7.38,3.395,2
666,407,8854,0,2,2.67,1.228,3
157,407,8613,0,2,2.95,1.298,1
1199,407,8613,0,2,5.12,1.997,2
1189,407,8613,0,2,0.76,0.35,1
806,407,8613,0,2,5.2,2.548,2
397,407,8613,0,2,2.7,1.215,2
1212,407,8613,0,2,0.53,0.191,1
1322,407,5015,0,2,6.4,2.112,2
407,407,5015,0,2,6.42,2.183,2
451,407,5015,0,2,1.78,0.623,1
733,407,5015,0,2,1.95,0.604,1
1249,407,10179,0,2,1.48,0.636,1
1039,407,10179,0,2,1.62,0.502,2
687,407,3779,0,2,0.97,0.349,1
1143,407,3779,0,2,3.52,1.162,2
920,407,3779,0,2,1.46,0.482,2
444,407,3779,0,2,5.18,1.658,2
1459,407,3779,0,2,1.43,0.658,1
1529,407,3779,0,2,3.27,1.57,1
587,407,3779,0,2,6.54,2.42,2
1203,399,7008,0,2,1.46,0.599,1
381,399,7008,0,2,2.33,0.722,1
144,399,7008,0,2,1.02,0.418,2
1236,399,3883,0,2,3.32,1.162,1
281,399,3883,0,2,2.63,0.815,1
843,399,10261,0,2,2.94,1.264,1
1047,399,10261,0,2,6.46,1.938,2
597,399,2126,0,2,5.6,1.68,2
1053,399,2126,0,2,1.85,0.888,1
830,399,2126,0,2,4.9,2.107,2
354,399,2126,0,2,2.25,0.923,1
